-3.99999 5
-3.98999 6
-3.97999 6
-3.96999 6
-3.95999 6
-3.94999 5
-3.93999 6
-3.92999 6
-3.91999 5
-3.90999 6
-3.89999 5
-3.88999 6
-3.87999 6
-3.86999 6
-3.85999 6
-3.84999 6
-3.83999 6
-3.82999 6
-3.81999 6
-3.80999 6
-3.79999 5
-3.78999 6
-3.77999 6
-3.76999 6
-3.75999 6
-3.74999 6
-3.73999 6
-3.72999 6
-3.71999 6
-3.70999 6
-3.69999 7
-3.68999 6
-3.67999 6
-3.66999 6
-3.65999 7
-3.64999 7
-3.63999 8
-3.62999 8
-3.61999 9
-3.60999 11
-3.59999 18
-3.58999 396
-3.57999 473
-3.56999 518
-3.55999 560
-3.54999 597
-3.53999 626
-3.52999 654
-3.51999 678
-3.50999 697
-3.49999 700
-3.48999 695
-3.47999 693
-3.46999 692
-3.45999 696
-3.44999 698
-3.43999 697
-3.42999 550
-3.41999 18
-3.40999 12
-3.39999 10
-3.38999 9
-3.37999 7
-3.36999 8
-3.35999 7
-3.34999 7
-3.33999 7
-3.32999 7
-3.31999 6
-3.30999 6
-3.29999 6
-3.28999 6
-3.27999 6
-3.26999 7
-3.25999 7
-3.24999 7
-3.23999 6
-3.22999 6
-3.21999 6
-3.20999 6
-3.19999 6
-3.18999 6
-3.17999 6
-3.16999 6
-3.15999 6
-3.14999 6
-3.13999 6
-3.12999 6
-3.11999 6
-3.10999 6
-3.09999 6
-3.08999 6
-3.07999 6
-3.06999 5
-3.05999 6
-3.04999 6
-3.03999 5
-3.02999 6
-3.01999 6
-3.00999 6
