

  -0.284   -1.109    2.381    11    25    54
  -0.275   -1.099    2.378    10    26    55
  -0.217   -1.359    2.363     4     0    59




  -0.294   -1.199    2.383    12    16    80
  -0.294   -1.189    2.383    12    17    77
  -0.294   -1.209    2.383    12    15    89
  -0.284   -1.209    2.381    11    15    61
  -0.275   -1.199    2.378    10    16    76
  -0.284   -1.199    2.381    11    16   100
  -0.275   -1.189    2.378    10    17    89
  -0.304   -1.209    2.386    13    15    85
  -0.294   -1.179    2.383    12    18    92
  -0.304   -1.219    2.386    13    14    78
  -0.294   -1.219    2.383    12    14    96
  -0.284   -1.219    2.381    11    14    84
  -0.265   -1.209    2.376     9    15    98
  -0.304   -1.229    2.386    13    13    82
  -0.294   -1.229    2.383    12    13    85
  -0.304   -1.239    2.386    13    12    65
  -0.294   -1.239    2.383    12    12    93




  -0.313   -1.159    2.388    14    20    91
  -0.313   -1.149    2.388    14    21    78
  -0.313   -1.169    2.388    14    19    91
  -0.304   -1.159    2.386    13    20   100
  -0.323   -1.149    2.391    15    21    72
  -0.323   -1.159    2.391    15    20    69
  -0.323   -1.169    2.391    15    19    77
  -0.323   -1.139    2.391    15    22    79
  -0.313   -1.139    2.388    14    22    81
  -0.323   -1.179    2.391    15    18    71
  -0.313   -1.179    2.388    14    18    83
  -0.333   -1.149    2.393    16    21    83
  -0.333   -1.159    2.393    16    20    66
  -0.333   -1.139    2.393    16    22    59
  -0.323   -1.129    2.391    15    23    99
  -0.313   -1.129    2.388    14    23    88
  -0.342   -1.159    2.396    17    20    72
  -0.342   -1.169    2.396    17    19    81
  -0.313   -1.119    2.388    14    24    95
  -0.352   -1.149    2.399    18    21    77
  -0.342   -1.179    2.396    17    18    53
  -0.362   -1.159    2.401    19    20    74
  -0.362   -1.149    2.401    19    21    61
  -0.362   -1.139    2.401    19    22    54
  -0.352   -1.139    2.399    18    22    90
  -0.371   -1.159    2.404    20    20    66
  -0.371   -1.149    2.404    20    21    99
  -0.362   -1.169    2.401    19    19    74
  -0.371   -1.139    2.404    20    22    85
  -0.371   -1.129    2.404    20    23    53
  -0.352   -1.129    2.399    18    23    71
  -0.381   -1.169    2.406    21    19    52
  -0.342   -1.119    2.396    17    24    56
  -0.352   -1.109    2.399    18    25    54
  -0.342   -1.109    2.396    17    25    68
  -0.352   -1.099    2.399    18    26    71
  -0.333   -1.099    2.393    16    26    57
  -0.352   -1.089    2.399    18    27    65
  -0.333   -1.089    2.393    16    27    74
  -0.333   -1.079    2.393    16    28    90
  -0.342   -1.069    2.396    17    29    74
  -0.342   -1.059    2.396    17    30    74
  -0.352   -1.049    2.399    18    31    63
  -0.333   -1.049    2.393    16    31    95
  -0.342   -1.049    2.396    17    31    60
  -0.362   -1.059    2.401    19    30    72
  -0.362   -1.049    2.401    19    31    59
  -0.352   -1.039    2.399    18    32    79
  -0.333   -1.039    2.393    16    32    66
  -0.323   -1.039    2.391    15    32    91
  -0.371   -1.049    2.404    20    31    54
  -0.371   -1.039    2.404    20    32    82
  -0.323   -1.029    2.391    15    33    76
  -0.381   -1.049    2.406    21    31    92
  -0.381   -1.039    2.406    21    32    82
  -0.371   -1.029    2.404    20    33    70
  -0.323   -1.019    2.391    15    34    77
  -0.391   -1.059    2.409    22    30    67
  -0.391   -1.049    2.409    22    31    56
  -0.333   -1.009    2.393    16    35    52
  -0.323   -1.009    2.391    15    35    60
  -0.391   -1.069    2.409    22    29    59
  -0.381   -1.069    2.406    21    29    79
  -0.342   -1.009    2.396    17    35    55
  -0.342   -0.999    2.396    17    36    53
  -0.400   -1.079    2.411    23    28    52
  -0.342   -0.989    2.396    17    37    55
  -0.400   -1.089    2.411    23    27    62




  -0.217   -1.089    2.363     4    27    88
  -0.207   -1.099    2.360     3    26    99
  -0.197   -1.099    2.358     2    26    89
  -0.207   -1.089    2.360     3    27    78
  -0.197   -1.089    2.358     2    27    88
  -0.217   -1.079    2.363     4    28    84
  -0.207   -1.079    2.360     3    28    50
  -0.197   -1.079    2.358     2    28    64
  -0.226   -1.069    2.365     5    29    90
  -0.217   -1.069    2.363     4    29    73
  -0.236   -1.079    2.368     6    28    74
  -0.217   -1.059    2.363     4    30    71
  -0.226   -1.059    2.365     5    30    77
  -0.217   -1.049    2.363     4    31    63




  -0.178   -1.179    2.353     0    18    97




  -0.410   -1.259    2.414    24    10    75
  -0.420   -1.259    2.417    25    10    52
  -0.410   -1.249    2.414    24    11    97
  -0.400   -1.249    2.411    23    11    82
  -0.400   -1.239    2.411    23    12    64
  -0.410   -1.239    2.414    24    12    90
  -0.420   -1.269    2.417    25     9    70
  -0.400   -1.269    2.411    23     9    82
  -0.429   -1.269    2.419    26     9    56
  -0.429   -1.259    2.419    26    10    71
  -0.429   -1.249    2.419    26    11    67
  -0.410   -1.229    2.414    24    13    61
  -0.400   -1.229    2.411    23    13    69
  -0.420   -1.229    2.417    25    13    59
  -0.420   -1.279    2.417    25     8    73
  -0.400   -1.279    2.411    23     8    66
  -0.439   -1.269    2.422    27     9    63
  -0.439   -1.259    2.422    27    10    84
  -0.439   -1.249    2.422    27    11    77
  -0.439   -1.239    2.422    27    12    55
  -0.429   -1.239    2.419    26    12    70
  -0.400   -1.219    2.411    23    14    54
  -0.420   -1.219    2.417    25    14    56
  -0.410   -1.219    2.414    24    14    58
  -0.429   -1.229    2.419    26    13    50
  -0.449   -1.279    2.424    28     8    67
  -0.449   -1.269    2.424    28     9    62
  -0.449   -1.229    2.424    28    13    54
  -0.410   -1.209    2.414    24    15    63
  -0.391   -1.209    2.409    22    15    77
  -0.458   -1.289    2.427    29     7    77
  -0.458   -1.279    2.427    29     8    69
  -0.449   -1.289    2.424    28     7    58
  -0.381   -1.219    2.406    21    14    56
  -0.391   -1.199    2.409    22    16    72
  -0.439   -1.299    2.422    27     6    60
  -0.439   -1.309    2.422    27     5    63




  -0.294   -1.039    2.383    12    32    85
  -0.284   -1.039    2.381    11    32    79
  -0.294   -1.029    2.383    12    33    96
  -0.284   -1.019    2.381    11    34    86
  -0.294   -1.049    2.383    12    31    62
  -0.284   -1.049    2.381    11    31    63
  -0.275   -1.029    2.378    10    33    69
  -0.275   -1.019    2.378    10    34    77
  -0.275   -1.009    2.378    10    35    55
  -0.304   -1.059    2.386    13    30    87
  -0.284   -1.059    2.381    11    30    68
  -0.304   -1.069    2.386    13    29    57
  -0.294   -1.079    2.383    12    28    53
  -0.294   -1.089    2.383    12    27    75
  -0.304   -1.089    2.386    13    27    65




  -0.323   -1.329    2.391    15     3    69
  -0.323   -1.339    2.391    15     2    96
  -0.313   -1.349    2.388    14     1    50
  -0.313   -1.319    2.388    14     4    59




  -0.352   -1.309    2.399    18     5    93
  -0.352   -1.299    2.399    18     6    56




  -0.284   -1.309    2.381    11     5    52
  -0.275   -1.309    2.378    10     5    72
  -0.284   -1.299    2.381    11     6    70
  -0.275   -1.299    2.378    10     6    90
  -0.284   -1.289    2.381    11     7    80




  -0.197   -1.339    2.358     2     2    74
  -0.188   -1.339    2.355     1     2    89
  -0.188   -1.329    2.355     1     3    87
  -0.178   -1.329    2.353     0     3    74
  -0.178   -1.339    2.353     0     2    76
  -0.188   -1.319    2.355     1     4    65
  -0.178   -1.319    2.353     0     4    58




  -0.197   -1.359    2.358     2     0    88




  -0.255   -1.099    2.373     8    26    88
  -0.255   -1.089    2.373     8    27    58
  -0.246   -1.109    2.370     7    25    70




  -0.362   -1.339    2.401    19     2    87
  -0.362   -1.329    2.401    19     3    82




  -0.275   -1.349    2.378    10     1    52
  -0.265   -1.339    2.376     9     2    85
  -0.275   -1.359    2.378    10     0    78




  -0.333   -1.359    2.393    16     0    74




  -0.439   -1.069    2.422    27    29    57
  -0.439   -1.079    2.422    27    28    55
  -0.429   -1.069    2.419    26    29    70
  -0.429   -1.079    2.419    26    28    54
  -0.429   -1.059    2.419    26    30    62
  -0.449   -1.089    2.424    28    27    60
  -0.429   -1.049    2.419    26    31    61




  -0.294   -1.269    2.383    12     9    67




  -0.178   -1.359    2.353     0     0    64




  -0.333   -1.299    2.393    16     6    62




  -0.362   -1.009    2.401    19    35    51
  -0.362   -0.999    2.401    19    36    58




  -0.400   -0.999    2.411    23    36    55




  -0.246   -1.219    2.370     7    14    53




  -0.352   -1.359    2.399    18     0    52




  -0.362   -1.209    2.401    19    15    50




  -0.371   -1.189    2.404    20    17    50




  -0.371   -1.099    2.404    20    26    50




  -0.381   -0.999    2.406    21    36    50


