,root_dir,measure_id,p_index,mode,puckid,pinid,sample_name,wavelength,raster_vbeam,raster_hbeam,att_raster,hebi_att,exp_raster,dist_raster,loopsize,score_min,score_max,maxhits,total_osc,osc_width,ds_vbeam,ds_hbeam,exp_ds,dist_ds,dose_ds,offset_angle,reduced_fact,ntimes,meas_name,cry_min_size_um,cry_max_size_um,hel_full_osc,hel_part_osc,raster_roi,ln2_flag,cover_scan_flag,zoomcap_flag,warm_time,isDone,isSkip,isMount,isLoopCenter,isRaster,scan_height,scan_width,n_mount,nds_multi,nds_helpart,t_meas_start,t_cent_start,t_cent_end,t_raster_start,t_ds_start,t_ds_end,t_dismount_start,t_dismount_end,data_index,n_mount_fails,log_mount,hel_cry_size,flux,phs_per_deg
57,/user/target/Auto/2023B/BL32XU_240215_Ohto,19911,57,helical,KOZO0003,10,TLR8GAAv54u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,550.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,300.0,300.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
58,/user/target/Auto/2023B/BL32XU_240215_Ohto,19912,58,helical,KOZO0003,11,TLR8GAAv54u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,450.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,200.0,200.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
59,/user/target/Auto/2023B/BL32XU_240215_Ohto,19913,59,helical,KOZO0003,12,TLR8GAAv54u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,550.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,300.0,300.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
60,/user/target/Auto/2023B/BL32XU_240215_Ohto,19914,60,helical,KOZO0003,13,TLR8GAGv7u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,450.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,200.0,200.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
61,/user/target/Auto/2023B/BL32XU_240215_Ohto,19915,61,helical,KOZO0003,14,TLR8GAGv7u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,450.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,200.0,200.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
62,/user/target/Auto/2023B/BL32XU_240215_Ohto,19916,62,helical,KOZO0003,15,TLR8GAGv7u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,550.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,300.0,300.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
63,/user/target/Auto/2023B/BL32XU_240215_Ohto,19917,63,helical,KOZO0003,16,TLR8GAGv7u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,550.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,300.0,300.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
64,/user/target/Auto/2023B/BL32XU_240215_Ohto,19918,64,helical,KOZO0007,1,TLR8GAGv7u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,550.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,300.0,300.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
65,/user/target/Auto/2023B/BL32XU_240215_Ohto,19919,65,helical,KOZO0007,2,TLR8GAGv7u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,450.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,200.0,200.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
66,/user/target/Auto/2023B/BL32XU_240215_Ohto,19920,66,helical,KOZO0007,3,TLR8GAGv7u,1.0,15.0,10.0,44.322,44.322,0.01,200.0,350.0,10.0,9999.0,1,360.0,0.1,15.0,10.0,0.02,184.6,10.0,0.0,1.0,1,normal,100.0,100.0,60.0,40.0,1,1,1,1,60.0,,,,,,,,,,,,,,,,,,,,,,,,
